review_id,sentence_id,text,category,polarity,target,from_num,to_num
1664346,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",AMBIENCE#GENERAL,neutral,decor,decor,9
535171,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE#GENERAL,positive,crew,crew,47
1471273,1119578:0,This has got to be one of the most overrated restaurants in Brooklyn.,RESTAURANT#GENERAL,negative,,,0
740923,507937:1,"delicious bagels, especially when right out of the oven.",FOOD#QUALITY,positive,bagels,bagels,16
1723658,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",FOOD#STYLE_OPTIONS,neutral,rolls,rolls,11
1476493,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,RESTAURANT#MISCELLANEOUS,negative,,,0
1145510,1496205:1,The location and ambience is Ok but the food is what makes up for it.,LOCATION#GENERAL,neutral,location,location,12
1055910,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",LOCATION#GENERAL,negative,,,0
1131595,430342:1,"Kind, attentive wait staff.",SERVICE#GENERAL,positive,wait staff,wait staff,26
1430994,1221938:2,"Service is not exactly five star, but thats not really a big deal.",SERVICE#GENERAL,neutral,Service,Service,7
746254,1573534:0,First of all Dal Bukhara Rocks.,FOOD#QUALITY,positive,Dal Bukhara,Dal Bukhara,24
1308557,1028246:1,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",FOOD#QUALITY,positive,oysters,oysters,27
1413697,378848:2,I'm sure I'll return for a final judgement tho.,RESTAURANT#GENERAL,neutral,,,0
1413697,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,negative,rice,rice,35
1700205,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT#PRICES,neutral,,,0
1611489,1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL,neutral,ambience,ambience,25
513395,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD#PRICES,positive,food,food,8
1586174,449802:6,"So close, but not good enough.",RESTAURANT#GENERAL,neutral,,,0
433878,1713185:2,And the Tom Kha soup was pathetic.,FOOD#QUALITY,negative,Tom Kha soup,Tom Kha soup,20
754495,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",FOOD#QUALITY,positive,food,food,8
1655504,1439875:5,Please be aware that it's CASH or AMEX only!,RESTAURANT#MISCELLANEOUS,neutral,,,0
1730127,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,FOOD#QUALITY,positive,foie gras terrine with figs,foie gras terrine with figs,69
1486041,610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL,positive,service,service,7
1352948,1460715:5,It was wonderful.,DRINKS#QUALITY,positive,,,0
1119578,754495:2,The food is okay and the prices here are mediocre.,FOOD#QUALITY,neutral,food,food,8
1353599,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,neutral,decor,decor,73
496132,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",FOOD#QUALITY,negative,rolls,rolls,11
475298,507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE#GENERAL,negative,management,management,29
1719567,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral,scallion pancakes,scallion pancakes,21
1439875,624715:0,This place is a great bargain.,RESTAURANT#PRICES,positive,place,place,10
1138996,1577714:4,Will never be back.,RESTAURANT#GENERAL,negative,,,0
1632445,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD#QUALITY,positive,non-veg selections,non-veg selections,107
1032695,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE#GENERAL,negative,wait,wait,8
1212346,1649025:3,"Of course, it is crowded but who cares.",AMBIENCE#GENERAL,neutral,,,0
1448587,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,positive,atmosphere,atmosphere,84
527109,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",AMBIENCE#GENERAL,neutral,decor,decor,9
1572027,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT#PRICES,neutral,,,0
1538149,1297844:1,We were not dissappointed in the least bit by this little gem.,RESTAURANT#GENERAL,positive,,,0
1730014,1131595:0,This place is incredibly tiny.,AMBIENCE#GENERAL,negative,place,place,10
1506491,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",RESTAURANT#GENERAL,positive,,,0
1347423,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD#QUALITY,negative,tiramisu,tiramisu,49
493013,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,negative,manager,manager,57
615180,1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL,neutral,ambience,ambience,25
1145510,1241906:1,Prices are in line.,RESTAURANT#PRICES,neutral,,,0
1357554,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral,scallion pancakes,scallion pancakes,21
1102681,1430994:6,My boyfriend had Prime Rib it was good .,FOOD#QUALITY,positive,Prime Rib,Prime Rib,26
578016,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,RESTAURANT#PRICES,positive,Baluchi's,Baluchi's,9
1748813,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,positive,portion,portion,59
470488,541532:1,Service was very prompt but slightly rushed.,SERVICE#GENERAL,positive,Service,Service,7
1318537,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD#QUALITY,negative,bagels,bagels,12
1395421,1626564:1,Food is excellent.,FOOD#QUALITY,positive,Food,Food,4
610611,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#QUALITY,positive,calamari,calamari,53
1395421,1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE#GENERAL,neutral,service,service,11
1395421,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",RESTAURANT#GENERAL,negative,Leon,Leon,24
1300636,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,negative,manager,manager,57
1500453,1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY,neutral,Food,Food,4
1561259,449802:6,"So close, but not good enough.",RESTAURANT#GENERAL,neutral,,,0
512925,682391:2,The service is good and the resturant is clean.,SERVICE#GENERAL,positive,service,service,11
1719567,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#QUALITY,negative,food,food,121
1543345,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,FOOD#QUALITY,negative,sushi,sushi,24
1486041,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",SERVICE#GENERAL,positive,,,0
1286916,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral,fried dumplings,fried dumplings,41
1016296,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE#GENERAL,negative,,,0
1175958,1058221:2,the food is decent.,FOOD#QUALITY,neutral,food,food,8
682250,1353599:5,Overall I would recommend it and go back again.,RESTAURANT#GENERAL,positive,,,0
1460715,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,AMBIENCE#GENERAL,positive,ambiance,ambiance,81
553097,1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY,neutral,Food,Food,4
1661757,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE#GENERAL,positive,service,service,57
535171,1028246:1,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",RESTAURANT#PRICES,positive,,,0
535171,1004293:4,"After all that, they complained to me about the small tip.",SERVICE#GENERAL,negative,,,0
1053543,1380450:3,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,RESTAURANT#MISCELLANEOUS,negative,,,0
512925,1004293:1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE#GENERAL,negative,staff,staff,80
1086478,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,FOOD#PRICES,positive,meal,meal,85
565344,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD#STYLE_OPTIONS,negative,entree,entree,10
1632445,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",RESTAURANT#MISCELLANEOUS,negative,,,0
1726473,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,FOOD#STYLE_OPTIONS,negative,menu,menu,8
1367358,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD#STYLE_OPTIONS,positive,menu,menu,26
555734,449802:6,"So close, but not good enough.",RESTAURANT#GENERAL,neutral,,,0
1357554,754495:2,The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,neutral,,,0
1154550,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE#GENERAL,positive,proprietor,proprietor,41
485966,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS,neutral,place,place,21
1500453,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD#QUALITY,negative,salmon,salmon,44
1457607,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive,tramezzinis,tramezzinis,56
1253117,1335154:3,"My husbands was perfect, my was well done and dry.",FOOD#QUALITY,negative,,,0
498657,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,FOOD#QUALITY,neutral,nigiri,nigiri,61
1125006,430342:6,Great neighborhood joint.,RESTAURANT#GENERAL,positive,joint,joint,24
444818,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative,service,service,11
1719567,754495:2,The food is okay and the prices here are mediocre.,FOOD#QUALITY,neutral,food,food,8
751493,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",AMBIENCE#GENERAL,positive,mileau,mileau,53
1269216,503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL,neutral,atmosphere,atmosphere,43
1561259,1439875:5,Please be aware that it's CASH or AMEX only!,RESTAURANT#MISCELLANEOUS,neutral,,,0
1496205,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY,negative,turnip cake,turnip cake,32
1395421,541532:2,"Food was very good, but not what I would consider out of this world.",FOOD#QUALITY,neutral,Food,Food,4
1451109,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD#QUALITY,positive,$10 10-piece dim sum combo,$10 10-piece dim sum combo,36
1041457,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",SERVICE#GENERAL,negative,staff,staff,63
1004293,1410878:2,Their tuna tartar appetizer is to die for.,FOOD#QUALITY,positive,tuna tartar appetizer,tuna tartar appetizer,27
511290,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,neutral,dim sum,dim sum,89
1335656,578016:1,I thought I had died and gone to heaven.,FOOD#QUALITY,positive,,,0
1264954,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY,negative,lemon salad,lemon salad,37
507937,626269:4,What more could you want?,RESTAURANT#GENERAL,positive,,,0
464342,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive,sushi,sushi,34
615180,493013:0,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT#GENERAL,positive,Suan,Suan,4
426930,1256373:2,Over 100 different choices to create your own.,FOOD#STYLE_OPTIONS,positive,,,0
1655504,757762:5,There is no excuse for such lousy service!,SERVICE#GENERAL,negative,service,service,41
1572027,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,neutral,decor,decor,73
1606837,509227:3,"Rao is a good restaurant, but it's nothing special.",RESTAURANT#GENERAL,neutral,Rao,Rao,3
519425,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE#GENERAL,negative,waiter,waiter,37
519425,1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL,neutral,ambience,ambience,25
1726473,1390357:6,Big thumbs up!,RESTAURANT#GENERAL,positive,,,0
1357554,558423:6,This is one of the best comfort food places in the city.,RESTAURANT#GENERAL,positive,,,0
1335154,1572027:1,Amma is nothing special.,RESTAURANT#GENERAL,neutral,Amma,Amma,4
1199292,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",FOOD#QUALITY,positive,specials,specials,103
507937,530517:2,"Great food, great decor, great service.",AMBIENCE#GENERAL,positive,decor,decor,23
1609375,1221938:2,"Service is not exactly five star, but thats not really a big deal.",SERVICE#GENERAL,neutral,Service,Service,7
1387314,1710746:3,"But, they were too big for the bun.",FOOD#STYLE_OPTIONS,negative,,,0
1417496,758263:2,You can do it here.,FOOD#STYLE_OPTIONS,positive,,,0
1212346,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",AMBIENCE#GENERAL,neutral,,,0
513521,498657:6,These are overpriced and you can get better just around the corner:,FOOD#QUALITY,negative,,,0
1225162,521916:2,Dessert is a joke...dont bother,FOOD#QUALITY,negative,Dessert,Dessert,7
1662726,1232468:2,"Inside is a little cramped, but to be expected.",AMBIENCE#GENERAL,neutral,,,0
461928,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",FOOD#QUALITY,negative,food,food,35
1086415,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",FOOD#QUALITY,negative,rolls,rolls,11
1460715,1016296:2,I had to ask her three times before she finally came back with the dish Ive requested.,SERVICE#GENERAL,negative,,,0
1221938,1572027:1,Amma is nothing special.,RESTAURANT#GENERAL,neutral,Amma,Amma,4
620892,1470286:3,A little overpriced but worth it once you take a bite.,FOOD#PRICES,negative,,,0
1303984,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD#PRICES,positive,food,food,31
535248,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE#GENERAL,negative,place,place,147
1726001,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,neutral,dim sum,dim sum,89
507844,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#QUALITY,neutral,Food,Food,4
758263,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,FOOD#PRICES,positive,food,food,40
1448587,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!",FOOD#QUALITY,neutral,food,food,51
1387314,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",AMBIENCE#GENERAL,neutral,,,0
1730127,1118167:1,IT WAS HORRIBLE.,RESTAURANT#GENERAL,negative,,,0
1308557,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,neutral,Appetizers,Appetizers,44
1718513,475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE#GENERAL,negative,place,place,16
955711,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,positive,pistachio ice cream,pistachio ice cream,154
1470334,470488:5,"The fish was adequate, but inexpertly sliced.",FOOD#STYLE_OPTIONS,negative,fish,fish,8
1318537,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE#GENERAL,positive,main dining room,main dining room,45
584025,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT#MISCELLANEOUS,positive,owner,owner,9
464215,1227999:3,Such a disappointment...,SERVICE#GENERAL,negative,,,0
610611,1642666:3,"They don't concern much of customer's health, just want to make money.",RESTAURANT#MISCELLANEOUS,negative,,,0
1660047,1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY,neutral,Food,Food,4
455623,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,positive,Dal Bukhara,Dal Bukhara,19
1727363,454704:1,The service is awful.,SERVICE#GENERAL,negative,service,service,11
1349391,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,RESTAURANT#GENERAL,positive,,,0
1145510,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",FOOD#STYLE_OPTIONS,neutral,portions,portions,12
1318537,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",DRINKS#STYLE_OPTIONS,positive,measures of liquers,measures of liquers,88
610611,720620:6,Service is not what you are coming here for...,SERVICE#GENERAL,negative,Service,Service,7
1241906,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY,neutral,food,food,108
1561259,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD#PRICES,negative,food,food,70
521916,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS,neutral,place,place,21
1286916,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD#STYLE_OPTIONS,neutral,cheeseburgers,cheeseburgers,51
1041457,1476493:1,Everything we had was good or ok....but definitely nothing great.,FOOD#QUALITY,neutral,,,0
1655504,378848:2,I'm sure I'll return for a final judgement tho.,RESTAURANT#GENERAL,neutral,,,0
521916,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT#GENERAL,negative,place,place,17
1448587,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD#QUALITY,negative,crust,crust,127
624715,1490757:2,The prices were CHEAP compared to the quality of service and food.,FOOD#QUALITY,positive,food,food,65
535248,1189674:0,First went here to enjoy their garden terrace.,AMBIENCE#GENERAL,positive,garden terrace,garden terrace,45
1390357,754495:2,The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,neutral,,,0
751493,1058221:2,the food is decent.,FOOD#QUALITY,neutral,food,food,8
1431154,1225162:5,This is one of my favorite restaurants and it is not to be missed.,RESTAURANT#GENERAL,positive,,,0
1573534,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,FOOD#QUALITY,neutral,nigiri,nigiri,61
558423,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD#QUALITY,negative,fish,fish,8
1410878,1661043:5,Service is average.,SERVICE#GENERAL,neutral,Service,Service,7
503807,1353599:4,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS,neutral,place,place,21
1655521,503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL,neutral,atmosphere,atmosphere,43
1451107,1496707:4,A little noise but I think that was because of our party!,AMBIENCE#GENERAL,neutral,,,0
555734,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE#GENERAL,neutral,decor,decor,73
1662726,1543345:3,Great staff.,SERVICE#GENERAL,positive,staff,staff,11
1241906,1476493:1,Everything we had was good or ok....but definitely nothing great.,FOOD#QUALITY,neutral,,,0
1746113,1496205:3,Try green curry with vegetables.,FOOD#QUALITY,positive,green curry with vegetables,green curry with vegetables,31
1014458,1123262:0,I think I've had some the best meals of my life at minnow.,FOOD#QUALITY,positive,meals,meals,36
1303984,503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL,neutral,atmosphere,atmosphere,43
444818,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY,neutral,food,food,108
1459569,720620:8,Big Wong is a great place to eat and fill your stomach.,RESTAURANT#GENERAL,positive,Big Wong,Big Wong,8
461928,1448587:4,Problem is nothing at Prune is particularly memorable.,RESTAURANT#GENERAL,negative,Prune,Prune,27
496132,754495:2,The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,neutral,,,0
1707741,754495:2,The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,neutral,,,0
1131595,1572027:1,Amma is nothing special.,RESTAURANT#GENERAL,neutral,Amma,Amma,4
1147211,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",FOOD#STYLE_OPTIONS,neutral,rolls,rolls,11
1058221,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,positive,outside table,outside table,52
1586174,754495:2,The food is okay and the prices here are mediocre.,FOOD#QUALITY,neutral,food,food,8
378848,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,LOCATION#GENERAL,positive,restaurant,restaurant,14
1460715,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,SERVICE#GENERAL,negative,,,0
1230993,1459569:3,Food was good not great not worth the wait or another visit,FOOD#QUALITY,neutral,Food,Food,4
1147211,1367358:2,"Pizza is terrific, as is homemade pasta.",FOOD#QUALITY,positive,homemade pasta,homemade pasta,39
1413697,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,neutral,Appetizers,Appetizers,44
1746113,433878:6,NO PIZZA 33 for me!,RESTAURANT#GENERAL,negative,PIZZA 33,PIZZA 33,11
1147082,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,positive,Wine list selection,Wine list selection,19
1090587,1153034:0,Great pizza and fantastic service.,SERVICE#GENERAL,positive,service,service,33
1199292,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#QUALITY,negative,chicken casserole,chicken casserole,32
1227999,1572033:2,This place is always packed.,AMBIENCE#GENERAL,neutral,place,place,10
1460715,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,positive,scene,scene,14
746254,454704:2,This place is not worth the prices.,RESTAURANT#PRICES,negative,place,place,10
447697,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE#GENERAL,positive,candle-light,candle-light,61
444818,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,negative,sushi,sushi,40
1609375,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE#GENERAL,positive,decor,decor,33
1131595,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD#QUALITY,negative,frites,frites,106
1352948,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,negative,food,food,8
1404042,624715:4,"Just straight up cheap, good food.",FOOD#PRICES,positive,food,food,33
1459569,1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE#GENERAL,neutral,service,service,11
1459569,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD#QUALITY,positive,kababs,kababs,60
445960,1572033:2,This place is always packed.,AMBIENCE#GENERAL,neutral,place,place,10
737999,1162037:3,It's all about the food !!,FOOD#QUALITY,positive,food,food,23
1626564,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral,fried dumplings,fried dumplings,41
513521,757762:3,"In fact, it appears he is going to go postal at any moment.",SERVICE#GENERAL,negative,,,0
872763,1496205:1,The location and ambience is Ok but the food is what makes up for it.,AMBIENCE#GENERAL,neutral,ambience,ambience,25
1404042,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,FOOD#PRICES,positive,Prix Fixe menu,Prix Fixe menu,18
1718513,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE#GENERAL,negative,gentleman,gentleman,11
1451109,1496707:3,Moderate prices.,RESTAURANT#PRICES,neutral,,,0
1439875,503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL,neutral,atmosphere,atmosphere,43
1380450,1439875:5,Please be aware that it's CASH or AMEX only!,RESTAURANT#MISCELLANEOUS,neutral,,,0
426930,615180:2,It just wasn't Thai.,FOOD#QUALITY,negative,,,0
553097,1125284:3,This place is worth an one-hour drive.,RESTAURANT#GENERAL,positive,place,place,10
1225162,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT#MISCELLANEOUS,positive,1st Ave spot,1st Ave spot,31
1225162,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD#STYLE_OPTIONS,positive,pasta mains,pasta mains,86
555734,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,neutral,Appetizers,Appetizers,44
494850,1661043:5,Service is average.,SERVICE#GENERAL,neutral,Service,Service,7
1199480,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,FOOD#PRICES,negative,dessert,dessert,12
1269216,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,AMBIENCE#GENERAL,positive,,,0
1175958,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,FOOD#QUALITY,neutral,nigiri,nigiri,61
735448,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD#STYLE_OPTIONS,negative,menu,menu,31
426805,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",AMBIENCE#GENERAL,neutral,decor,decor,9
1338124,485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT#GENERAL,positive,spot,spot,28
1706644,444818:0,"Seriously, this place kicks ass.",RESTAURANT#GENERAL,positive,place,place,21
490565,464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD#QUALITY,neutral,Bagels,Bagels,6
485767,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",FOOD#QUALITY,positive,food,food,67
1347423,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",LOCATION#GENERAL,positive,neighborhood,neighborhood,86
444818,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD#QUALITY,neutral,Appetizers,Appetizers,44
1335656,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD#QUALITY,neutral,food,food,108
1572033,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE#GENERAL,positive,scene,scene,14
